sample	r1_raw	r2_raw	r1_trimmed_paired	r2_trimmed_paired
sample3367	2004	2004	2003	2003
sample3117	2004	2004	2004	2004
sample3604	2004	2004	2003	2003
sample3368	2004	2004	2003	2003
sample3118	2004	2004	2004	2004
sample3605	2004	2004	2003	2003
sample3369	2004	2004	2003	2003
sample3119	2004	2004	2004	2004
sample3606	2004	2004	2004	2004
sample3370	2004	2004	2002	2002
sample3120	2004	2004	2003	2003
sample3121	2004	2004	2004	2004
sample3371	2004	2004	2004	2004
sample3607	2004	2004	2004	2004
sample3122	2004	2004	2003	2003
sample3372	2004	2004	2004	2004
sample3608	2004	2004	2004	2004
sample3123	2004	2004	2003	2003
sample3373	2004	2004	2003	2003
sample3609	2004	2004	2004	2004
sample3124	2004	2004	2004	2004
sample3374	2004	2004	2003	2003
sample3610	2004	2004	2004	2004
sample3375	2004	2004	2004	2004
sample3125	2004	2004	2003	2003
sample3611	2004	2004	2002	2002
sample3126	2004	2004	2003	2003
sample3376	2004	2004	2004	2004
sample3612	2004	2004	2001	2001
sample3127	2004	2004	2004	2004
sample3377	2004	2004	2003	2003
sample3613	2004	2004	2004	2004
sample3128	2004	2004	2003	2003
sample3378	2004	2004	2004	2004
sample3614	2004	2004	2003	2003
sample3129	2004	2004	2004	2004
sample3379	2004	2004	2003	2003
sample3615	2004	2004	2004	2004
sample3130	2004	2004	2002	2002
sample3380	2004	2004	2004	2004
sample3616	2004	2004	2004	2004
sample3131	2004	2004	2004	2004
sample3381	2004	2004	2004	2004
sample3617	2004	2004	2001	2001
sample3132	2004	2004	2002	2002
sample3382	2004	2004	2002	2002
sample3133	2004	2004	2003	2003
sample3618	2004	2004	2004	2004
sample3383	2004	2004	2004	2004
sample3134	2004	2004	2003	2003
sample3619	2004	2004	2003	2003
sample3384	2004	2004	2004	2004
sample3135	2004	2004	2003	2003
sample3385	2004	2004	2003	2003
sample3620	2004	2004	2004	2004
sample3136	2004	2004	2002	2002
sample3386	2004	2004	2003	2003
sample3621	2004	2004	2003	2003
sample3137	2004	2004	2002	2002
sample3387	2004	2004	2003	2003
sample3622	2004	2004	2003	2003
sample3138	2004	2004	2004	2004
sample3388	2004	2004	2002	2002
sample3623	2004	2004	2003	2003
sample3139	2004	2004	2004	2004
sample3389	2004	2004	2004	2004
sample3624	2004	2004	2004	2004
sample3140	2004	2004	2004	2004
sample3390	2004	2004	2001	2001
sample3625	2004	2004	2004	2004
sample3141	2004	2004	2004	2004
sample3391	2004	2004	2003	2003
sample3142	2004	2004	2001	2001
sample3626	2004	2004	2003	2003
sample3392	2004	2004	2003	2003
sample3143	2004	2004	2002	2002
sample3627	2004	2004	2003	2003
sample3393	2004	2004	2003	2003
sample3144	2004	2004	2004	2004
sample3628	2004	2004	2004	2004
sample3394	2004	2004	2004	2004
sample3145	2004	2004	2004	2004
sample3629	2004	2004	2002	2002
sample3395	2004	2004	2004	2004
sample3146	2004	2004	2003	2003
sample3630	2004	2004	2001	2001
sample3396	2004	2004	2002	2002
sample3147	2004	2004	2004	2004
sample3397	2004	2004	2003	2003
sample3631	2004	2004	2004	2004
sample3148	2004	2004	2003	2003
sample3398	2004	2004	2004	2004
sample3632	2004	2004	2004	2004
sample3149	2004	2004	2004	2004
sample3399	2004	2004	2004	2004
sample3150	2004	2004	2004	2004
sample3633	2004	2004	2004	2004
sample3400	2004	2004	2003	2003
sample3151	2004	2004	2004	2004
sample3634	2004	2004	2003	2003
sample3401	2004	2004	2004	2004
sample3152	2004	2004	2003	2003
sample3635	2004	2004	2004	2004
sample3402	2004	2004	2003	2003
sample3153	2004	2004	2003	2003
sample3636	2004	2004	2002	2002
sample3403	2004	2004	2003	2003
sample3154	2004	2004	2002	2002
sample3404	2004	2004	2003	2003
sample3637	2004	2004	2003	2003
sample3155	2004	2004	2003	2003
sample3405	2004	2004	2003	2003
sample3156	2004	2004	2004	2004
sample3638	2004	2004	2002	2002
sample3406	2004	2004	2002	2002
sample3157	2004	2004	2004	2004
sample3639	2004	2004	2004	2004
sample3407	2004	2004	2003	2003
sample3158	2004	2004	2003	2003
sample3640	2004	2004	2004	2004
sample3408	2004	2004	2004	2004
sample3159	2004	2004	2003	2003
sample3641	2004	2004	2004	2004
sample3160	2004	2004	2004	2004
sample3409	2004	2004	2003	2003
sample3642	2004	2004	2003	2003
sample3161	2004	2004	2002	2002
sample3410	2004	2004	2003	2003
sample3643	2004	2004	2004	2004
sample3411	2004	2004	2004	2004
sample3162	2004	2004	2002	2002
sample3644	2004	2004	2002	2002
sample3412	2004	2004	2003	2003
sample3163	2004	2004	2003	2003
sample3645	2004	2004	2003	2003
sample3164	2004	2004	2004	2004
sample3413	2004	2004	2004	2004
sample3414	2004	2004	2003	2003
sample3165	2004	2004	2003	2003
sample3646	2004	2004	2003	2003
sample3415	2004	2004	2001	2001
sample3166	2004	2004	2004	2004
sample3647	2004	2004	2003	2003
sample3416	2004	2004	2003	2003
sample3167	2004	2004	2004	2004
sample3648	2004	2004	2004	2004
sample3168	2004	2004	2002	2002
sample3417	2004	2004	2003	2003
sample3649	2004	2004	2004	2004
sample3418	2004	2004	2002	2002
sample3169	2004	2004	2001	2001
sample3650	2004	2004	2003	2003
sample3170	2004	2004	2003	2003
sample3419	2004	2004	2004	2004
sample3420	2004	2004	2004	2004
sample3171	2004	2004	2001	2001
sample3651	2004	2004	2003	2003
sample3421	2004	2004	2003	2003
sample3172	2004	2004	2003	2003
sample3652	2004	2004	2004	2004
sample3422	2004	2004	2004	2004
sample3173	2004	2004	2004	2004
sample3653	2004	2004	2003	2003
sample3423	2004	2004	2004	2004
sample3174	2004	2004	2003	2003
sample3654	2004	2004	2002	2002
sample3424	2004	2004	2004	2004
sample3175	2004	2004	2004	2004
sample3655	2004	2004	2004	2004
sample3425	2004	2004	2003	2003
sample3176	2004	2004	2004	2004
sample3177	2004	2004	2003	2003
sample3426	2004	2004	2004	2004
sample3656	2004	2004	2003	2003
sample3178	2004	2004	2003	2003
sample3427	2004	2004	2003	2003
sample3657	2004	2004	2004	2004
sample3179	2004	2004	2004	2004
sample3428	2004	2004	2004	2004
sample3658	2004	2004	2004	2004
sample3180	2004	2004	2004	2004
sample3429	2004	2004	2002	2002
sample3659	2004	2004	2003	2003
sample3181	2004	2004	2003	2003
sample3430	2004	2004	2002	2002
sample3660	2004	2004	2003	2003
sample3182	2004	2004	2000	2000
sample3431	2004	2004	2004	2004
sample3661	2004	2004	2003	2003
sample3183	2004	2004	2004	2004
sample3432	2004	2004	2003	2003
sample3184	2004	2004	2004	2004
sample3662	2004	2004	2002	2002
sample3433	2004	2004	2004	2004
sample3185	2004	2004	2003	2003
sample3663	2004	2004	2004	2004
sample3434	2004	2004	2004	2004
sample3186	2004	2004	2004	2004
sample3435	2004	2004	2003	2003
sample3664	2004	2004	2004	2004
sample3187	2004	2004	2003	2003
sample3436	2004	2004	2003	2003
sample3665	2004	2004	2003	2003
sample3188	2004	2004	2004	2004
sample3437	2004	2004	2003	2003
sample3189	2004	2004	2003	2003
sample3666	2004	2004	2004	2004
sample3438	2004	2004	2004	2004
sample3190	2004	2004	2004	2004
sample3667	2004	2004	2003	2003
sample3439	2004	2004	2004	2004
sample3191	2004	2004	2004	2004
sample3440	2004	2004	2002	2002
sample3668	2004	2004	2004	2004
sample3192	2004	2004	2004	2004
sample3441	2004	2004	2003	2003
sample3669	2004	2004	2003	2003
sample3193	2004	2004	2002	2002
sample3442	2004	2004	2004	2004
sample3670	2004	2004	2004	2004
sample3194	2004	2004	2002	2002
sample3443	2004	2004	2004	2004
sample3671	2004	2004	2001	2001
sample3195	2004	2004	2004	2004
sample3444	2004	2004	2002	2002
sample3196	2004	2004	2003	2003
sample3672	2004	2004	2004	2004
sample3445	2004	2004	2004	2004
sample3197	2004	2004	2002	2002
sample3673	2004	2004	2002	2002
sample3446	2004	2004	2003	2003
sample3198	2004	2004	2004	2004
sample3674	2004	2004	2004	2004
sample3447	2004	2004	2001	2001
sample3199	2004	2004	2003	2003
sample3675	2004	2004	2002	2002
sample3448	2004	2004	2003	2003
sample3200	2004	2004	2004	2004
sample3449	2004	2004	2004	2004
sample3676	2004	2004	2003	2003
sample3450	2004	2004	2002	2002
sample3677	2004	2004	2004	2004
sample3451	2004	2004	2004	2004
sample3678	2004	2004	2002	2002
sample3452	2004	2004	2003	2003
sample3679	2004	2004	2003	2003
sample3453	2004	2004	2003	2003
sample3680	2004	2004	2003	2003
sample3454	2004	2004	2004	2004
sample3681	2004	2004	2002	2002
sample3455	2004	2004	2002	2002
sample3682	2004	2004	2004	2004
sample3456	2004	2004	2003	2003
sample3683	2004	2004	2004	2004
sample3684	2004	2004	2003	2003
sample3685	2004	2004	2003	2003
sample3686	2004	2004	2004	2004
sample3687	2004	2004	2004	2004
sample3688	2004	2004	2004	2004
sample3689	2004	2004	2003	2003
sample3690	2004	2004	2003	2003
sample3691	2004	2004	2002	2002
sample3692	2004	2004	2003	2003
sample3693	2004	2004	2002	2002
sample3694	2004	2004	2004	2004
sample3695	2004	2004	2004	2004
sample3696	2004	2004	2003	2003
sample3697	2004	2004	2004	2004
sample3698	2004	2004	2004	2004
sample3699	2004	2004	2003	2003
sample3700	2004	2004	2004	2004
sample3701	2004	2004	2003	2003
sample3702	2004	2004	2002	2002
sample3703	2004	2004	2004	2004
sample3704	2004	2004	2003	2003
sample3705	2004	2004	2004	2004
sample3706	2004	2004	2003	2003
sample3707	2004	2004	2004	2004
sample3708	2004	2004	2004	2004
sample3709	2004	2004	2003	2003
sample3710	2004	2004	2003	2003
sample3711	2004	2004	2003	2003
sample3712	2004	2004	2004	2004
